"PAIS","PROVINCIA","MUNICIPIO"
"ESPAÑA","LA_CORUÑA","CABANA_DE_BERGANTIÑOS"
"NORUEGA","OPPLAND","SIN_INFORMAR"
" ","CORDOBA","GENERAL ROCA"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 8"
"ESPAÑA","VALENCIA","LORIGUILLA"
"SUIZA","AUSSER-RHODEN","SIN_INFORMAR"
"ESPAÑA","ALICANTE","JALON"
"ESPAÑA","GIRONA","CADAQUES"
"BOSNIA_Y_HERZEGOVINA","REPUBLIKA_SRPSKA","SIN_INFORMAR"
"REINO_UNIDO","SOUTH_YORKSHIRE","SIN_INFORMAR"
"MEXICO","MEXICO","ACOLMAN"
"ESPAÑA","CASTELLON","SANT_JOAN_DE_MORÓ"
"ESLOVENIA","IG","SIN_INFORMAR"
"ESPAÑA","SEVILLA","ALMENSILLA"
" ","SANTA CRUZ","LAGO BUENOS AIRES"
"ESPAÑA","ZAMORA","FERMOSELLE"
"BRASIL","MINAS_GERAIS","PATOS_DE_MINAS"
"ESPAÑA","ALICANTE","GRANJA_DE_ROCAMORA"
"ISRAEL","HAZAFON","CARMIEL"
"ESPAÑA","ALICANTE","COX"
"ESPAÑA","PONTEVEDRA","PONTECESURES"
"ESPAÑA","PALENCIA","CERVERA_DE_PISUERGA"
"BRASIL","MINAS_GERAIS","DIAMANTINA"
"ESPAÑA","BADAJOZ","VALENCIA_DEL_VENTOSO"
"ARGENTINA","CHACO","SAN_FERNANDO"
"ARGENTINA","LA_RIOJA","GENERAL_OCAMPO"
"BOLIVIA","LA_PAZ","PEDRO_DOMINGO_MURILLO"
"ARGENTINA","ENTRE_RIOS","VILLAGUAY"
"ARGENTINA","CHUBUT","CUSHAMEN"
"BOLIVIA","COCHABAMBA","QUILLACOLLO"
"BRASIL","BAHIA","ILHéUS-ITABUNA"
"BRASIL","GOIAS","GOIâNIA"
"ESPAÑA","TENERIFE","SAN_MIGUEL_DE_ABONA"
"ANDORRA","ESCALDES-ENGORDANY","SIN_INFORMAR"
"FILIPINAS","SIN_INFORMAR","SIN_INFORMAR"
"REPUBLICA_CHECA","HLAVNI_MESTO_PRAHA","SIN_INFORMAR"
"ESPAÑA","ALAVA","AMURRIO"
"ESPAÑA","PONTEVEDRA","MONDARIZ"
"ESPAÑA","TOLEDO","TALAVERA_DE_LA_REINA"
"EGIPTO","SIN_INFORMAR","SIN_INFORMAR"
"ALEMANIA","SCHLESWIG-HOLSTEIN","SIN_INFORMAR"
"ESPAÑA","TOLEDO","CAZALEGAS"
"ESPAÑA","BARCELONA","PALAFOLLS"
"ESPAÑA","TENERIFE","MATANZA_DE_ACENTEJO__LA"
"ESPAÑA","CASTELLON","PEÑÍSCOLA"
"BOLIVIA","POTOSI","SUD_CHICHAS"
"ESPAÑA","BARCELONA","MASIES_DE_VOLTREGA__LES"
"ESPAÑA","MALLORCA","VALLDEMOSA"
"ESPAÑA","ZARAGOZA","FUENTES_DE_EBRO"
"ESPAÑA","BARCELONA","SANTA_MARGARIDA_I_ELS_MONJOS"
"ESPAÑA","CORDOBA","SIN_INFORMAR"
"ESPAÑA","MALAGA","CARTAMA"
"ESPAÑA","MADRID","SAN_MARTIN_DE_VALDEIGLESIAS"
"ESPAÑA","LA_RIOJA","HARO"
"ESPAÑA","SEVILLA","PALACIOS_Y_VILLAFRANCA__LOS"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 12"
" ","BUENOS AIRES","EXALTACION DE LA CRUZ"
"SUECIA","OSTERGOTLANDS_LAN","SIN_INFORMAR"
"ESLOVENIA","KAMNIK","SIN_INFORMAR"
"ESPAÑA","ALICANTE","JIJONA"
"ESPAÑA","BARCELONA","ARTES"
"ESPAÑA","CADIZ","SETENIL_DE_LAS_BODEGAS"
"ESPAÑA","NAVARRA","RIBAFORADA"
"ESPAÑA","GIRONA","SANT_HILARI_SACALM"
"ESTADO_DE_CIUDAD_DEL_VATICANO","SIN_INFORMAR","SIN_INFORMAR"
"MEXICO","VERACRUZ-LLAVE","ORIZABA"
"ARGENTINA","CHUBUT","RIVADAVIA_"
"ESPAÑA","TARRAGONA","MASPUJOLS"
"ESPAÑA","ORENSE","RUA__A"
"ARGENTINA","BUENOS_AIRES","LINCOLN"
"ARGENTINA","SANTA_CRUZ","CORPEN_AIKE"
"ARGENTINA","BUENOS_AIRES","PELLEGRINI"
"VENEZUELA","YARACUY","SIN_INFORMAR"
"TAILANDIA","PATHUM_THANI","SIN_INFORMAR"
"ESPAÑA","MADRID","TORRELODONES"
"ESTADOS_UNIDOS","ARIZONA","SIN_INFORMAR"
"UCRANIA","KYYIVS_KA_OBLAST","SIN_INFORMAR"
"ESPAÑA","BARCELONA","ARGENTONA"
"ESPAÑA","BARCELONA","TORELLO"
"ITALIA","SIN_INFORMAR","CIUDAD_DE_BUENOS_AIRES"
"ESPAÑA","ALMERIA","CUEVAS_DEL_ALMANZORA"
"ESPAÑA","PONTEVEDRA","ROSAL__O"
"BAHAMAS","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","ZARAGOZA","ALAGON"
"MEXICO","NUEVO_LEON","SANTIAGO"
"ESPAÑA","BARCELONA","CASTELLNOU_DE_BAGES"
"SUIZA","GRAUBUNDEN","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SANTA_MARIA_DE_CORCO"
"ESPAÑA","TARRAGONA","FALSET"
"URUGUAY","DURAZNO","SIN_INFORMAR"
"BRASIL","BAHIA","JUAZEIRO"
"MALTA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","NAVARRA","MURILLO_EL_FRUTO"
"NUEVA_ZELANDA","GOLDEN_BAY","SIN_INFORMAR"
"ESPAÑA","GIRONA","FAR_D´EMPORDA__EL"
"ESPAÑA","VIZCAYA","DIMA"
" ","BUENOS AIRES","SAN PEDRO"
"MEXICO","TABASCO","PARAíSO"
"ESPAÑA","GUADALAJARA","CIFUENTES"
"ESPAÑA","BARCELONA","SANT_QUIRZE_SAFAJA"
"ARGENTINA","TUCUMAN","SAN_MIGUEL"
"BURUNDI","BURURI","SIN_INFORMAR"
"ESPAÑA","SEVILLA","FUENTES_DE_ANDALUCIA"
"ESPAÑA","LUGO","BOVEDA"
"ESTADOS_UNIDOS","ILLINOIS","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","MAR_CHIQUITA"
"FRANCIA","HAUTE-NORMANDIE","SIN_INFORMAR"
"ALEMANIA","NORDRHEIN-WESTFALEN","SIN_INFORMAR"
"TAIWAN","T_AI-PEI","SIN_INFORMAR"
"ESPAÑA","GIRONA","CASTELLO_D´EMPURIES"
"ESPAÑA","MALAGA","COIN"
"MEXICO","NUEVO_LEON","SAN_PEDRO_GARZA_GARCíA"
"CHILE","VALPARAISO","MARGA_MARGA"
"ESPAÑA","ZARAGOZA","MARIA_DE_HUERVA"
"ESPAÑA","ALMERIA","ALBOX"
"ESPAÑA","LA_RIOJA","NAJERA"
"ESPAÑA","CORDOBA","MONTILLA"
"ESPAÑA","LAS_PALMAS","TINAJO"
" ","MENDOZA","MAIPU"
"MONACO","SIN_INFORMAR","SIN_INFORMAR"
"KUWAIT","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TOLEDO","POLAN"
"ESPAÑA","SEGOVIA","CUELLAR"
"ESPAÑA","VALENCIA","AGULLENT"
"ESPAÑA","HUESCA","SALLENT_DE_GALLEGO"
"CUBA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","JAEN","BAEZA"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","PILAR"
"REINO_UNIDO","POOLE","SIN_INFORMAR"
"ESPAÑA","MADRID","QUIJORNA"
"ESPAÑA","GIRONA","SARRIA_DE_TER"
"SAN_MARINO","DOMAGNANO","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","LARRABETZU"
"ESPAÑA","SORIA","RABANOS__LOS"
"INDIA","UTTAR_PRADESH","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","NEDA"
"BRASIL","SAO_PAULO","AMPARO"
"ARGENTINA","CORRIENTES","MONTE_CASEROS"
"ARGENTINA","BUENOS_AIRES","SAN_NICOLáS"
"ARGENTINA","SANTIAGO_DEL_ESTERO","BANDA"
"ARGENTINA","CORDOBA","JUáREZ_CELMAN"
"BOLIVIA","LA_PAZ","SIN_INFORMAR"
"ESTADOS_UNIDOS","KENTUCKY","SIN_INFORMAR"
"MEXICO","MEXICO","NAUCALPAN_DE_JUáREZ"
"ITALIA","ABRUZZI","SIN_INFORMAR"
"ESPAÑA","LA_RIOJA","ALBELDA_DE_IREGUA"
"ESPAÑA","CUENCA","CUENCA"
"ALEMANIA","BREMEN","SIN_INFORMAR"
"SUECIA","SIN_INFORMAR","SIN_INFORMAR"
"COSTA_RICA","PUNTARENAS","SIN_INFORMAR"
"COLOMBIA","QUINDIO","SIN_INFORMAR"
"ALEMANIA","THURINGEN","SIN_INFORMAR"
"ESPAÑA","NAVARRA","TUDELA"
"HOLANDA","UTRECHT","SIN_INFORMAR"
"ESPAÑA","ASTURIAS","NOREÑA"
"BRASIL","SAO_PAULO","CATANDUVA"
"ESPAÑA","VALENCIA","BONREPOS_I_MIRAMBELL"
"ESPAÑA","LUGO","MONFORTE_DE_LEMOS"
"ESPAÑA","MALLORCA","BÚGER"
"PORTUGAL","PORTO","SIN_INFORMAR"
"MEXICO","SONORA","NOGALES"
"ESPAÑA","MENORCA","MERCADAL__ES"
"REPUBLICA_DOMINICANA","SAN_CRISTOBAL","SIN_INFORMAR"
"ESPAÑA","LUGO","CHANTADA"
"ESPAÑA","SEVILLA","OSUNA"
"ESPAÑA","SALAMANCA","SAGRADA__LA"
"ESPAÑA","CASTELLON","ALCORA__L´"
"ESPAÑA","GRANADA","ALBUÑOL"
"ESPAÑA","CANTABRIA","SOLORZANO"
"INDONESIA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","MALAGA","BENAHAVIS"
"ESPAÑA","TOLEDO","ALMONACID_DE_TOLEDO"
"NIGERIA","ABUJA_CAPITAL_TERRITORY","SIN_INFORMAR"
"ESPAÑA","CIUDAD_REAL","HERENCIA"
"JAMAICA","KINGSTON","SIN_INFORMAR"
"ESPAÑA","ALICANTE","FORMENTERA_DEL_SEGURA"
"ESPAÑA","SEVILLA","GERENA"
"ESPAÑA","BARCELONA","BRUC__EL"
"ESPAÑA","TARRAGONA","POBLA_DE_MASSALUCA__LA"
"ESPAÑA","MALLORCA","LLUBÍ"
"ESPAÑA","MURCIA","CEHEGIN"
"ESPAÑA","GRANADA","PINOS_GENIL"
"ESPAÑA","VIZCAYA","ATXONDO"
"ESPAÑA","LUGO","RABADE"
"ESPAÑA","CANTABRIA","CARTES"
"ESPAÑA","GIRONA","CASTELLFOLLIT_DE_LA_ROCA"
"ARGENTINA","JUJUY","PALPALá"
"ARGENTINA","BUENOS_AIRES","AYACUCHO"
"MEXICO","MEXICO","ECATEPEC_DE_MORELOS"
"MEXICO","SIN_INFORMAR","SIN_INFORMAR"
"PARAGUAY","PARAGUARI","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SANT_VICENÇ_DE_CASTELLET"
"ESPAÑA","CADIZ","ROTA"
"PARAGUAY","ALTO_PARAGUAY","SIN_INFORMAR"
"ESPAÑA","ALBACETE","SIN_INFORMAR"
"IRLANDA","LOUTH","SIN_INFORMAR"
"SUECIA","HALLANDS_LAN","SIN_INFORMAR"
"PERU","UCAYALI","SIN_INFORMAR"
"IRLANDA","WESTMEATH","SIN_INFORMAR"
"SUECIA","SKANE_LAN","SIN_INFORMAR"
"REINO_UNIDO","HILLINGDON","SIN_INFORMAR"
"ESPAÑA","ALAVA","AYALA"
"ESPAÑA","CANTABRIA","SANTA_CRUZ_DE_BEZANA"
"ESPAÑA","VALENCIA","MASSANASSA"
"ESPAÑA","TOLEDO","CONSUEGRA"
"ESPAÑA","MADRID","CUBAS_DE_LA_SAGRA"
"MEXICO","NUEVO_LEON","JUáREZ"
"BRASIL","PERNAMBUCO","FERNANDO_DE_NORONHA"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","GENERAL_SAN_MARTíN"
"CROACIA","DUBROVACKO-NERETVANSKA","SIN_INFORMAR"
"ESPAÑA","CHUBUT","RAWSON_"
"ESPAÑA","CANTABRIA","AMPUERO"
"ESPAÑA","LLEIDA","ALCOLETGE"
"ARGENTINA","SIN_INFORMAR","BERISSO"
"MEXICO","VERACRUZ-LLAVE","ALVARADO"
"GRECIA","KHIOS","SIN_INFORMAR"
"ESPAÑA","VALLADOLID","FUENTE_EL_SOL"
"ARGENTINA","BUENOS_AIRES","LOS_LAGOS"
"FRENCH_SOUTHERN_TERRITORIES","SIN_INFORMAR","SIN_INFORMAR"
"COREA_DEL_SUR","CHOLLA-NAMDO","SIN_INFORMAR"
"REINO_UNIDO","SHROPSHIRE","SIN_INFORMAR"
"JAMAICA","SIN_INFORMAR","SIN_INFORMAR"
"MEXICO","CHIAPAS","YAJALóN"
"ESPAÑA","BADAJOZ","CASTUERA"
"ARGENTINA","CORDOBA","COLóN"
"ARGENTINA","FORMOSA","PATIñO"
"ARGENTINA","BUENOS_AIRES","RAMALLO"
"ARGENTINA","SALTA","CHICOANA"
"ARGENTINA","SAN_JUAN","SANTA_LUCíA"
"ESPAÑA","PONTEVEDRA","PONTEVEDRA"
"MEXICO","JALISCO","ZAPOPAN"
"ESPAÑA","MADRID","POZUELO_DE_ALARCÓN"
"ESPAÑA","TENERIFE","PUERTO_DE_LA_CRUZ"
"ESPAÑA","MURCIA","SANTOMERA"
"BRASIL","GOIAS","ENTORNO_DO_DISTRITO_FEDERAL"
"ESPAÑA","LAS_PALMAS","TEGUISE"
"LIBANO","MONT-LIBAN","CAZA_BAABDA"
"ESPAÑA","BARCELONA","ROCA_DEL_VALLES__LA"
"ESPAÑA","ZARAGOZA","SASTAGO"
"LIBANO","MONT-LIBAN","CAZA_KESROUAN"
"ARGENTINA","SAN_JUAN","LA_RIOJA"
"ESPAÑA","AVILA","ARENAS_DE_SAN_PEDRO"
"ESPAÑA","PONTEVEDRA","CRECENTE"
"ESPAÑA","MADRID","VALDEMAQUEDA"
"ESPAÑA","GUIPUZCOA","EZKIO_ITSASO"
"MARRUECOS","CASABLANCA","SIN_INFORMAR"
"PORTUGAL","PORTALEGRE","SIN_INFORMAR"
"ESPAÑA","VALENCIA","LLOSA_DE_RANES"
"ESPAÑA","VIZCAYA","GAMIZ_FIKA"
"BOLIVIA","LA_PAZ","AROMA"
"ESPAÑA","CACERES","CORIA"
"MEXICO","CHIAPAS","PALENQUE"
"ARGENTINA","TIERRA_DEL_FUEGO","SAN_ISIDRO"
"ESPAÑA","CASTELLON","SOT_DE_FERRER"
"BOLIVIA","LA_PAZ","LARECAJA"
"ESPAÑA","CASTELLON","CALIG"
"ESPAÑA","VALENCIA","MASSALFASSAR"
"ESPAÑA","BADAJOZ","VALLE_DE_SANTA_ANA"
"ESPAÑA","LLEIDA","MONTOLIU_DE_SEGARRA"
"NUEVA_ZELANDA","KAIKOURA","SIN_INFORMAR"
"ESPAÑA","TOLEDO","SANTA_CRUZ_DEL_RETAMAR"
"ARGENTINA","BUENOS_AIRES","ITUZAINGó"
"ARGENTINA","BUENOS_AIRES","TIGRE"
"ITALIA","PIEMONTE","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","MAGDALENA"
"ARGENTINA","BUENOS_AIRES","GUAMINí"
"SUIZA","BERN","SIN_INFORMAR"
"ITALIA","UMBRIA","SIN_INFORMAR"
"MEXICO","DISTRITO_FEDERAL","CUAUHTEMOC"
"Paises_Bajos","ZUID-HOLLAND","SIN_INFORMAR"
"ESPAÑA","GIRONA","SALT"
"ESPAÑA","MURCIA","ARCHENA"
"BRASIL","SAO_PAULO","BATATAIS"
"ESPAÑA","MURCIA","MOLINA_DE_SEGURA"
"ESPAÑA","BARCELONA","PALLEJA"
"ALEMANIA","SACHSEN-ANHALT","SIN_INFORMAR"
"INDIA","DELHI","SIN_INFORMAR"
"ESPAÑA","MADRID","AJALVIR"
"BRASIL","SAO_PAULO","PIRACICABA"
"ESPAÑA","VALENCIA","RIOLA"
"ESPAÑA","MADRID","PEZUELA_DE_LAS_TORRES"
"HONDURAS","ATLANTIDA","SIN_INFORMAR"
"POLONIA","BYDGOSZCZ","SIN_INFORMAR"
"ESPAÑA","VIZCAYA","ZALLA"
"ESPAÑA","CASTELLON","CHILCHES"
"PERU","PASCO","SIN_INFORMAR"
"PERU","MADRE_DE_DIOS","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","ARBOÇ__L´"
"MEXICO","QUERETARO_DE_ARTEAGA","TEQUISQUIAPAN"
"ESPAÑA","CASTELLON","ALCALÀ_DE_XIVERT"
"INDONESIA","SUMATERA_SELATAN","SIN_INFORMAR"
"ARGENTINA","CORRIENTES","CAPITAL"
"ESPAÑA","GIRONA","PALOL_DE_REVARDIT"
"ARGENTINA","MISIONES","GUARANí"
"ARGENTINA","CHUBUT","SARMIENTO_"
"ARGENTINA","CHACO","FRAY_JUSTO_SANTA_MARíA_DE_ORO"
"COSTA_RICA","LIMON","SIN_INFORMAR"
"ESPAÑA","MADRID","SAN_LORENZO_DE_EL_ESCORIAL"
"ESPAÑA","BARCELONA","VILADECANS"
"ESPAÑA","ALICANTE","GATA_DE_GORGOS"
"ESTADOS_UNIDOS","COLORADO","SIN_INFORMAR"
"ISRAEL","YERUSHALAYIM","SIN_INFORMAR"
"REPUBLICA_POPULAR_CHINA","YUNNAN","SIN_INFORMAR"
"ESPAÑA","BARCELONA","GARRIGA__LA"
"ESPAÑA","BARCELONA","BEGUES"
"ESPAÑA","CASTELLON","VINAROS"
"ESPAÑA","TARRAGONA","CASTELLVELL_DEL_CAMP"
"MEXICO","JALISCO","ZAPOTLáN_EL_GRANDE"
"BOLIVIA","COCHABAMBA","CAPINOTA"
"ESPAÑA","TARRAGONA","ALCANAR"
"JAPON","IBARAKI","SIN_INFORMAR"
"CROACIA","GRAD_ZAGREB","SIN_INFORMAR"
"GUATEMALA","SACATEPEQUEZ","SIN_INFORMAR"
"MEXICO","GUERRERO","ZIHUATANEJO_DE_AZUETA"
"BRASIL","SANTA_CATARINA","CHAPECó"
"SIRIA","HIMS","SIN_INFORMAR"
"SUECIA","MALMOHUS_LAN","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","CURTIS"
"ESPAÑA","CACERES","TALAYUELA"
"ESPAÑA","GUIPUZCOA","ZESTOA"
"ARGENTINA","SIN_INFORMAR","RAWSON"
"ESPAÑA","VALENCIA","MONSERRAT"
"LIBANO","MONT-LIBAN","SIN_INFORMAR"
"Paises_Bajos","DRENTHE","SIN_INFORMAR"
"ESPAÑA","MALAGA","MOCLINEJO"
"ESPAÑA","BURGOS","LERMA"
"ESPAÑA","GUADALAJARA","TORREJON_DEL_REY"
" ","BUENOS AIRES","JUNIN"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","SAN_NICOLáS"
"ESPAÑA","GUADALAJARA","UCEDA"
"ESPAÑA","CACERES","ARROYO_DE_LA_LUZ"
"ESPAÑA","GRANADA","CIJUELA"
"ESPAÑA","VIZCAYA","BALMASEDA"
"FRENCH_GUIANA","GUYANE_DEPARTEMENT","SIN_INFORMAR"
"ESPAÑA","TOLEDO","NAVAHERMOSA"
"ESPAÑA","LEON","MOLINASECA"
"ARGENTINA","BUENOS_AIRES","GENERAL_PUEYRREDóN"
"ARGENTINA","CORRIENTES","PASO_DE_LOS_LIBRES"
"ARGENTINA","LA_RIOJA","GENERAL_LAMADRID"
"ESPAÑA","LAS_PALMAS","ARRECIFE"
"ESPAÑA","FORMENTERA","FORMENTERA"
"JAPON","SHIGA","SIN_INFORMAR"
"ESPAÑA","BARCELONA","SANTA_MARGARIDA_DE_MONTBUI"
"POLONIA","MAZOWIECKIE","SIN_INFORMAR"
"COREA_DEL_SUR","KYONGGI-DO","SIN_INFORMAR"
"ESPAÑA","VALENCIA","PATERNA"
"LIBANO","BEYROUTH","CAZA_BEIRUT"
"ESPAÑA","PONTEVEDRA","CAMBADOS"
"ESPAÑA","LEON","VILLADANGOS_DEL_PARAMO"
"BRASIL","ESPIRITO_SANTO","CACHOEIRO_DO_ITAPEMIRIM"
"REINO_UNIDO","BEDFORDSHIRE","SIN_INFORMAR"
"ESPAÑA","TOLEDO","ALAMEDA_DE_LA_SAGRA"
"BELGICA","BRABANT","SIN_INFORMAR"
"REINO_UNIDO","GLOUCESTERSHIRE","SIN_INFORMAR"
"ESPAÑA","GIRONA","MAÇANET_DE_LA_SELVA"
" ","BUENOS AIRES","ESCOBAR"
" ","CHUBUT","BIEDMA"
"BOLIVIA","SANTA_CRUZ","VALLEGRANDE"
"ESPAÑA","VALLADOLID","PEÑAFIEL"
"ESPAÑA","VALENCIA","GODELLETA"
"ESPAÑA","TERUEL","ALCAÑIZ"
"ESPAÑA","ZAMORA","NAVIANOS_DE_VALVERDE"
"ESPAÑA","NAVARRA","PUENTE_LA_REINA"
"ESPAÑA","HUESCA","SARIÑENA"
"ESPAÑA","VALENCIA","ALCUDIA_DE_CRESPINS__L´"
"ESPAÑA","CANTABRIA","REOCIN"
" ","SANTA FE","ROSARIO"
"ESPAÑA","CIUDAD_REAL","ALBALADEJO"
"BULGARIA","PLEVEN","SIN_INFORMAR"
" ","LA RIOJA","ARAUCO"
"NICARAGUA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TOLEDO","TORRE_DE_ESTEBAN_HAMBRAN__LA"
"DINAMARCA","FREDERIKSBORG","SIN_INFORMAR"
"BRASIL","AMAPA","MACAPá"
"CHIPRE","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","JOSé_C._PAZ"
"ARGENTINA","SANTA_FE","GENERAL_LóPEZ"
"ARGENTINA","NEUQUEN","ALUMINé"
"ARGENTINA","TUCUMAN","TRANCAS"
"ARGENTINA","BUENOS_AIRES","SAN_ANTONIO_DE_ARECO"
"ESPAÑA","VALENCIA","VALENCIA"
"IRLANDA","DUBLIN","SIN_INFORMAR"
"ESPAÑA","BARCELONA","TERRASSA"
"ESPAÑA","NAVARRA","EZCABARTE"
"JAPON","HYOGO","SIN_INFORMAR"
"ESPAÑA","TENERIFE","GRANADILLA_DE_ABONA"
"MEXICO","QUINTANA_ROO","OTHóN_P._BLANCO"
"ESPAÑA","BARCELONA","SANT_ESTEVE_SESROVIRES"
"ESPAÑA","LA_CORUÑA","PADRON"
"VENEZUELA","COJEDES","SIN_INFORMAR"
"ESPAÑA","BARCELONA","PRATS_DE_LLUÇANES"
"ESPAÑA","LLEIDA","SOLSONA"
"ESPAÑA","TOLEDO","YEPES"
"ESPAÑA","LLEIDA","GUISSONA"
"ESPAÑA","TENERIFE","VALVERDE"
"MEXICO","MICHOACAN_DE_OCAMPO","PáTZCUARO"
"REINO_UNIDO","ABERDEENSHIRE","SIN_INFORMAR"
"RUSIA","KALININGRAD","SIN_INFORMAR"
"ESPAÑA","MADRID","TIELMES"
"MEXICO","QUERETARO_DE_ARTEAGA","EL_MARQUéS"
"ESPAÑA","ZARAGOZA","BOTORRITA"
"ESPAÑA","NAVARRA","ESTELLA"
"ESPAÑA","LA_CORUÑA","ROIS"
"ESPAÑA","VALENCIA","ALFARP"
"ESPAÑA","BARCELONA","RODA_DE_TER"
"LIBANO","BUENOS_AIRES","FLORENCIO_VARELA"
"ESPAÑA","ZAMORA","ARRABALDE"
"ESPAÑA","ALICANTE","PEGO"
"BRASIL","RIO_GRANDE_DO_NORTE","MOSSORó"
"ISLANDIA","SIN_INFORMAR","SIN_INFORMAR"
"ISRAEL","TEL_AVIV","HERZLIYA"
"ESPAÑA","TERUEL","URREA_DE_GAEN"
"ESPAÑA","VALLADOLID","ALDEAMAYOR_DE_SAN_MARTIN"
"MEXICO","COLIMA","SIN_INFORMAR"
"BULGARIA","VELIKO_TURNOVO","SIN_INFORMAR"
"CHILE","LOS_RíOS","RANCO"
" ","CHACO","SAN FERNANDO"
"ARGENTINA","CORDOBA","UNIóN"
"ARGENTINA","TUCUMAN","CHICLIGASTA"
"ARGENTINA","SANTA_FE","BELGRANO"
"ESPAÑA","MALAGA","CORTES_DE_LA_FRONTERA"
"REPUBLICA_DOMINICANA","DISTRITO_NACIONAL","SIN_INFORMAR"
"ESPAÑA","MALLORCA","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","GROVE__O"
"ESPAÑA","GIRONA","BANYOLES"
"ESPAÑA","LLEIDA","SEU_D´URGELL__LA"
"ESPAÑA","BARCELONA","CERDANYOLA_DEL_VALLES"
"REINO_UNIDO","ESSEX","SIN_INFORMAR"
"SUDAFRICA","EASTERN_CAPE","SIN_INFORMAR"
"ARGENTINA","JUJUY","COCHINOCA"
"ESPAÑA","BARCELONA","MATARO"
"ESPAÑA","BARCELONA","CALDES_DE_MONTBUI"
"MEXICO","MEXICO","TECáMAC"
"ESPAÑA","MADRID","TORREJON_DE_LA_CALZADA"
"COLOMBIA","MAGDALENA","SIN_INFORMAR"
" ","BUENOS AIRES","LA PLATA"
"REINO_UNIDO","BERKSHIRE","SIN_INFORMAR"
"FRANCIA","POITOU-CHARENTES","SIN_INFORMAR"
"ESPAÑA","BARCELONA","IGUALADA"
"MEXICO","DISTRITO_FEDERAL","AZCAPOTZALCO"
"SIRIA","HALAB","SIN_INFORMAR"
"ESPAÑA","CADIZ","BARRIOS__LOS"
"ESPAÑA","CANTABRIA","SIN_INFORMAR"
"NORUEGA","AUST-AGDER","SIN_INFORMAR"
"MEXICO","MORELOS","CUAUTLA"
"ESPAÑA","ALICANTE","CREVILLENTE"
"ESPAÑA","GRANADA","TAHA__LA"
"HOLANDA","OVERIJSSEL","SIN_INFORMAR"
"ESPAÑA","BARCELONA","POBLA_DE_CLARAMUNT__LA"
"MEXICO","MEXICO","TIANGUISTENCO"
"ESPAÑA","LA_CORUÑA","VILASANTAR"
"ESPAÑA","BARCELONA","PONTONS"
"ESPAÑA","LLEIDA","SANT_GUIM_DE_FREIXENET"
"ARGELIA","SIN_INFORMAR","SIN_INFORMAR"
"REINO_UNIDO","ISLE_OF_WIGHT","SIN_INFORMAR"
"BULGARIA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","CANTABRIA","CORVERA_DE_TORANZO"
"ESPAÑA","GIRONA","CALDES_DE_MALAVELLA"
"ARGENTINA","SIN_INFORMAR","MENDOZA_CAPITAL"
"ESPAÑA","CACERES","BELVIS_DE_MONROY"
"BRASIL","RIO_DE_JANEIRO","CANTAGALO-CORDEIRO"
"UGANDA","KAMPALA","SIN_INFORMAR"
"RUSIA","TULA","SIN_INFORMAR"
"ESPAÑA","GIRONA","GUILS_DE_CERDANYA"
"ESPAÑA","SEVILLA","PARADAS"
"ESPAÑA","CASTELLON","TRAIGUERA"
"ESPAÑA","HUELVA","PALOS_DE_LA_FRONTERA"
"","",""
"ARGENTINA","CHUBUT","BIEDMA"
"ARGENTINA","SANTIAGO_DEL_ESTERO","COPO"
"ARGENTINA","BUENOS_AIRES","DOLORES"
"ARGENTINA","SAN_LUIS","BELGRANO_"
"ARGENTINA","CORRIENTES","SALADAS"
"PARAGUAY","ITAPUA","SIN_INFORMAR"
"CHILE","REGION_METROPOLITANA","SIN_INFORMAR"
"PUERTO_RICO","PUERTO_RICO_(GENERAL)","SIN_INFORMAR"
"SUIZA","SANKT_GALLEN","SIN_INFORMAR"
"URUGUAY","CANELONES","SIN_INFORMAR"
"FRANCIA","PICARDIE","SIN_INFORMAR"
"PARAGUAY","BOQUERON","SIN_INFORMAR"
"BRASIL","PARANA","TOLEDO"
"ESPAÑA","VIZCAYA","LEKEITIO"
"ESPAÑA","GRANADA","ALBOLOTE"
